treatment,time,n_at_risk,n_deaths,n_censored,qx,px,lx,hx,km_lx,se_km,km_ci_lo,km_ci_hi,na_H,na_se,na_ci_lo,na_ci_hi
Female/20x,1246.2202777777777,874,6,0,0.006864988558352402,0.9931350114416476,0.96660331251697,0.00014579976198188843,0.96660331251697,0.005994717068958063,0.9548536670618122,0.9783529579721277,0.03388966592886888,0.006187638098791101,0.02176189525523832,0.046017436602499434
Female/20x,1293.4675,868,4,0,0.004608294930875576,0.9953917050691244,0.9621489193717305,9.888364892530577e-05,0.9621489193717305,0.006367395720529371,0.9496688237594929,0.9746290149839681,0.038497960859744454,0.006602723739798185,0.025556622329740014,0.051439299389748894
Female/20x,1340.1783333333333,864,6,0,0.006944444444444444,0.9930555555555556,0.9554673296538713,9.345900783424017e-05,0.9554673296538713,0.0068826965745497634,0.9419772443677538,0.9689574149399888,0.0454424053041889,0.007185646263518943,0.03135853862769177,0.05952627198068603
Female/20x,1414.7419444444445,858,26,0,0.030303030303030304,0.9696969696969697,0.9265137742098146,0.0006600989873439772,0.9265137742098146,0.008706870376452168,0.9094483082719683,0.9435792401476609,0.0757454356072192,0.009324791116203232,0.05746884501946087,0.09402202619497754
Female/20x,1461.355,832,16,0,0.019230769230769232,0.9807692307692307,0.9086962016288566,0.00038936619295582594,0.9086962016288566,0.009611551540976086,0.8898575606085435,0.9275348426491696,0.09497620483798844,0.010491217025982566,0.0744134194670626,0.11553899020891427
Female/20x,1511.2244444444443,816,11,0,0.013480392156862746,0.9865196078431373,0.896446620479448,0.00018368979145259604,0.896446620479448,0.010166870053541893,0.8765195551745059,0.9163736857843902,0.10845659699485119,0.011251032091048108,0.0864045740963969,0.13050861989330548
Female/20x,1585.1091666666666,805,24,0,0.02981366459627329,0.9701863354037267,0.869720261608011,0.0006899012305777831,0.869720261608011,0.011232489936713864,0.8477045813320518,0.8917359418839701,0.1382702615911245,0.012791455402256723,0.11319900900270131,0.16334151417954768
Female/20x,1628.9775,781,16,0,0.020486555697823303,0.9795134443021767,0.851902689027053,0.00043823773680520383,0.851902689027053,0.011852737466351678,0.8286713235930038,0.8751340544611023,0.1587568172889478,0.013778697927613614,0.13175056935082513,0.18576306522707048
Female/20x,1676.2088888888889,765,23,0,0.030065359477124184,0.9699346405228758,0.826289928441926,0.0004007863224348761,0.826289928441926,0.012642450729008598,0.8015107250130691,0.8510691318707828,0.188822176766072,0.015137821510373692,0.15915204660573956,0.21849230692640442
Female/20x,1752.3697222222222,742,42,0,0.05660377358490566,0.9433962264150944,0.7795188004169112,0.0013265652302831257,0.7795188004169112,0.013834218547672028,0.7524037320634741,0.8066338687703484,0.24542595035097764,0.01747681461891755,0.21117139369789925,0.27968050700405606
Female/20x,1796.2819444444444,700,134,0,0.19142857142857142,0.8085714285714286,0.6302966300513883,0.003982989563105933,0.6302966300513883,0.016108654535067053,0.5987236671626568,0.6618695929401197,0.4368545217795491,0.0240605161411619,0.38969591014287175,0.4840131334162264
Female/20x,1849.4305555555554,566,88,0,0.15547703180212014,0.8445229681978799,0.5322999808561194,0.002276661746403943,0.5322999808561194,0.016650350803404258,0.49966529328144704,0.5649346684307918,0.5923315535816692,0.02921648232515948,0.5350672482243566,0.6495958589389819
Female/20x,1923.478611111111,478,109,0,0.2280334728033473,0.7719665271966527,0.4109177676483432,0.006091369754627614,0.4109177676483432,0.016418292097343853,0.37873791513754923,0.4430976201591372,0.8203650263850165,0.03647821697863461,0.7488677211068927,0.8918623316631403
