time,event,chamber,treatment,Sex,Density
1414.7419444444445,1,76,Female/20x,Female,20x
1414.7419444444445,1,82,Female/20x,Female,20x
1414.7419444444445,1,82,Female/20x,Female,20x
1414.7419444444445,1,94,Female/20x,Female,20x
1414.7419444444445,1,99,Female/20x,Female,20x
1414.7419444444445,1,100,Female/20x,Female,20x
1414.7419444444445,1,100,Female/20x,Female,20x
1414.7419444444445,1,113,Female/20x,Female,20x
1414.7419444444445,1,113,Female/20x,Female,20x
1414.7419444444445,1,114,Female/20x,Female,20x
1414.7419444444445,1,114,Female/20x,Female,20x
1414.7419444444445,1,127,Female/20x,Female,20x
1414.7419444444445,1,127,Female/20x,Female,20x
1414.7419444444445,1,140,Female/20x,Female,20x
1414.7419444444445,1,173,Female/20x,Female,20x
1414.7419444444445,1,185,Female/20x,Female,20x
1461.355,1,17,Female/20x,Female,20x
1461.355,1,22,Female/20x,Female,20x
1461.355,1,26,Female/20x,Female,20x
1461.355,1,49,Female/20x,Female,20x
1461.355,1,60,Female/20x,Female,20x
1461.355,1,81,Female/20x,Female,20x
1461.355,1,82,Female/20x,Female,20x
1461.355,1,88,Female/20x,Female,20x
1461.355,1,99,Female/20x,Female,20x
1461.355,1,114,Female/20x,Female,20x
1461.355,1,114,Female/20x,Female,20x
1461.355,1,127,Female/20x,Female,20x
1461.355,1,143,Female/20x,Female,20x
1461.355,1,143,Female/20x,Female,20x
1461.355,1,145,Female/20x,Female,20x
1461.355,1,173,Female/20x,Female,20x
1511.2244444444443,1,49,Female/20x,Female,20x
1511.2244444444443,1,60,Female/20x,Female,20x
1511.2244444444443,1,60,Female/20x,Female,20x
1511.2244444444443,1,76,Female/20x,Female,20x
1511.2244444444443,1,100,Female/20x,Female,20x
1511.2244444444443,1,105,Female/20x,Female,20x
1511.2244444444443,1,113,Female/20x,Female,20x
1511.2244444444443,1,127,Female/20x,Female,20x
1511.2244444444443,1,173,Female/20x,Female,20x
1511.2244444444443,1,174,Female/20x,Female,20x
1511.2244444444443,1,194,Female/20x,Female,20x
1585.1091666666666,1,16,Female/20x,Female,20x
1585.1091666666666,1,17,Female/20x,Female,20x
1585.1091666666666,1,19,Female/20x,Female,20x
1585.1091666666666,1,60,Female/20x,Female,20x
1585.1091666666666,1,68,Female/20x,Female,20x
1585.1091666666666,1,76,Female/20x,Female,20x
1585.1091666666666,1,79,Female/20x,Female,20x
1585.1091666666666,1,79,Female/20x,Female,20x
1585.1091666666666,1,82,Female/20x,Female,20x
1585.1091666666666,1,82,Female/20x,Female,20x
1585.1091666666666,1,86,Female/20x,Female,20x
1585.1091666666666,1,99,Female/20x,Female,20x
1585.1091666666666,1,100,Female/20x,Female,20x
1585.1091666666666,1,127,Female/20x,Female,20x
1585.1091666666666,1,141,Female/20x,Female,20x
1585.1091666666666,1,160,Female/20x,Female,20x
1585.1091666666666,1,160,Female/20x,Female,20x
1585.1091666666666,1,179,Female/20x,Female,20x
1585.1091666666666,1,185,Female/20x,Female,20x
1585.1091666666666,1,185,Female/20x,Female,20x
1585.1091666666666,1,185,Female/20x,Female,20x
1585.1091666666666,1,189,Female/20x,Female,20x
1585.1091666666666,1,194,Female/20x,Female,20x
1585.1091666666666,1,197,Female/20x,Female,20x
1628.9775,1,16,Female/20x,Female,20x
1628.9775,1,22,Female/20x,Female,20x
1628.9775,1,26,Female/20x,Female,20x
1628.9775,1,40,Female/20x,Female,20x
1628.9775,1,53,Female/20x,Female,20x
1628.9775,1,60,Female/20x,Female,20x
1628.9775,1,76,Female/20x,Female,20x
1628.9775,1,104,Female/20x,Female,20x
1628.9775,1,114,Female/20x,Female,20x
1628.9775,1,114,Female/20x,Female,20x
1628.9775,1,160,Female/20x,Female,20x
1628.9775,1,160,Female/20x,Female,20x
1628.9775,1,185,Female/20x,Female,20x
1628.9775,1,194,Female/20x,Female,20x
1628.9775,1,194,Female/20x,Female,20x
1628.9775,1,197,Female/20x,Female,20x
1676.2088888888889,1,2,Female/20x,Female,20x
1676.2088888888889,1,17,Female/20x,Female,20x
1676.2088888888889,1,22,Female/20x,Female,20x
1676.2088888888889,1,22,Female/20x,Female,20x
1676.2088888888889,1,26,Female/20x,Female,20x
1676.2088888888889,1,37,Female/20x,Female,20x
1676.2088888888889,1,49,Female/20x,Female,20x
1676.2088888888889,1,49,Female/20x,Female,20x
1676.2088888888889,1,50,Female/20x,Female,20x
1676.2088888888889,1,53,Female/20x,Female,20x
1676.2088888888889,1,53,Female/20x,Female,20x
1676.2088888888889,1,88,Female/20x,Female,20x
1676.2088888888889,1,94,Female/20x,Female,20x
1676.2088888888889,1,99,Female/20x,Female,20x
1676.2088888888889,1,100,Female/20x,Female,20x
1676.2088888888889,1,102,Female/20x,Female,20x
1676.2088888888889,1,105,Female/20x,Female,20x
1676.2088888888889,1,158,Female/20x,Female,20x
1676.2088888888889,1,160,Female/20x,Female,20x
1676.2088888888889,1,174,Female/20x,Female,20x
1676.2088888888889,1,174,Female/20x,Female,20x
1676.2088888888889,1,174,Female/20x,Female,20x
1676.2088888888889,1,192,Female/20x,Female,20x
1752.3697222222222,1,2,Female/20x,Female,20x
1752.3697222222222,1,2,Female/20x,Female,20x
1752.3697222222222,1,2,Female/20x,Female,20x
1752.3697222222222,1,17,Female/20x,Female,20x
1752.3697222222222,1,40,Female/20x,Female,20x
1752.3697222222222,1,40,Female/20x,Female,20x
1752.3697222222222,1,49,Female/20x,Female,20x
1752.3697222222222,1,50,Female/20x,Female,20x
1752.3697222222222,1,53,Female/20x,Female,20x
1752.3697222222222,1,60,Female/20x,Female,20x
1752.3697222222222,1,62,Female/20x,Female,20x
1752.3697222222222,1,68,Female/20x,Female,20x
1752.3697222222222,1,76,Female/20x,Female,20x
1752.3697222222222,1,79,Female/20x,Female,20x
1752.3697222222222,1,79,Female/20x,Female,20x
1752.3697222222222,1,82,Female/20x,Female,20x
1752.3697222222222,1,82,Female/20x,Female,20x
1752.3697222222222,1,82,Female/20x,Female,20x
1752.3697222222222,1,86,Female/20x,Female,20x
1752.3697222222222,1,86,Female/20x,Female,20x
1752.3697222222222,1,86,Female/20x,Female,20x
1752.3697222222222,1,88,Female/20x,Female,20x
1752.3697222222222,1,88,Female/20x,Female,20x
1752.3697222222222,1,88,Female/20x,Female,20x
1752.3697222222222,1,88,Female/20x,Female,20x
1752.3697222222222,1,99,Female/20x,Female,20x
1752.3697222222222,1,102,Female/20x,Female,20x
1752.3697222222222,1,102,Female/20x,Female,20x
1752.3697222222222,1,105,Female/20x,Female,20x
1752.3697222222222,1,105,Female/20x,Female,20x
1752.3697222222222,1,127,Female/20x,Female,20x
1752.3697222222222,1,127,Female/20x,Female,20x
1752.3697222222222,1,140,Female/20x,Female,20x
1752.3697222222222,1,140,Female/20x,Female,20x
1752.3697222222222,1,145,Female/20x,Female,20x
1752.3697222222222,1,168,Female/20x,Female,20x
1752.3697222222222,1,174,Female/20x,Female,20x
1752.3697222222222,1,179,Female/20x,Female,20x
1752.3697222222222,1,192,Female/20x,Female,20x
1752.3697222222222,1,195,Female/20x,Female,20x
1752.3697222222222,1,197,Female/20x,Female,20x
1752.3697222222222,1,197,Female/20x,Female,20x
1796.2819444444444,1,2,Female/20x,Female,20x
1796.2819444444444,1,6,Female/20x,Female,20x
1796.2819444444444,1,6,Female/20x,Female,20x
1796.2819444444444,1,16,Female/20x,Female,20x
1796.2819444444444,1,16,Female/20x,Female,20x
1796.2819444444444,1,16,Female/20x,Female,20x
1796.2819444444444,1,16,Female/20x,Female,20x
1796.2819444444444,1,17,Female/20x,Female,20x
1796.2819444444444,1,17,Female/20x,Female,20x
1796.2819444444444,1,17,Female/20x,Female,20x
1796.2819444444444,1,17,Female/20x,Female,20x
1796.2819444444444,1,19,Female/20x,Female,20x
1796.2819444444444,1,19,Female/20x,Female,20x
1796.2819444444444,1,22,Female/20x,Female,20x
1796.2819444444444,1,22,Female/20x,Female,20x
1796.2819444444444,1,26,Female/20x,Female,20x
1796.2819444444444,1,35,Female/20x,Female,20x
1796.2819444444444,1,35,Female/20x,Female,20x
1796.2819444444444,1,35,Female/20x,Female,20x
1796.2819444444444,1,37,Female/20x,Female,20x
1796.2819444444444,1,40,Female/20x,Female,20x
1796.2819444444444,1,40,Female/20x,Female,20x
1796.2819444444444,1,49,Female/20x,Female,20x
1796.2819444444444,1,49,Female/20x,Female,20x
1796.2819444444444,1,50,Female/20x,Female,20x
1796.2819444444444,1,50,Female/20x,Female,20x
1796.2819444444444,1,50,Female/20x,Female,20x
1796.2819444444444,1,53,Female/20x,Female,20x
1796.2819444444444,1,53,Female/20x,Female,20x
1796.2819444444444,1,60,Female/20x,Female,20x
1796.2819444444444,1,62,Female/20x,Female,20x
1796.2819444444444,1,62,Female/20x,Female,20x
1796.2819444444444,1,62,Female/20x,Female,20x
1796.2819444444444,1,68,Female/20x,Female,20x
1796.2819444444444,1,68,Female/20x,Female,20x
1796.2819444444444,1,68,Female/20x,Female,20x
1796.2819444444444,1,76,Female/20x,Female,20x
1796.2819444444444,1,76,Female/20x,Female,20x
1796.2819444444444,1,76,Female/20x,Female,20x
1796.2819444444444,1,79,Female/20x,Female,20x
1796.2819444444444,1,79,Female/20x,Female,20x
1796.2819444444444,1,81,Female/20x,Female,20x
1796.2819444444444,1,81,Female/20x,Female,20x
1796.2819444444444,1,86,Female/20x,Female,20x
1796.2819444444444,1,86,Female/20x,Female,20x
1796.2819444444444,1,94,Female/20x,Female,20x
1796.2819444444444,1,94,Female/20x,Female,20x
1796.2819444444444,1,94,Female/20x,Female,20x
1796.2819444444444,1,94,Female/20x,Female,20x
1796.2819444444444,1,94,Female/20x,Female,20x
1796.2819444444444,1,94,Female/20x,Female,20x
1796.2819444444444,1,94,Female/20x,Female,20x
1796.2819444444444,1,99,Female/20x,Female,20x
1796.2819444444444,1,100,Female/20x,Female,20x
1796.2819444444444,1,100,Female/20x,Female,20x
1796.2819444444444,1,100,Female/20x,Female,20x
1796.2819444444444,1,100,Female/20x,Female,20x
1796.2819444444444,1,100,Female/20x,Female,20x
1796.2819444444444,1,102,Female/20x,Female,20x
1796.2819444444444,1,102,Female/20x,Female,20x
1796.2819444444444,1,102,Female/20x,Female,20x
1796.2819444444444,1,102,Female/20x,Female,20x
1796.2819444444444,1,104,Female/20x,Female,20x
1796.2819444444444,1,104,Female/20x,Female,20x
1796.2819444444444,1,104,Female/20x,Female,20x
1796.2819444444444,1,104,Female/20x,Female,20x
1796.2819444444444,1,105,Female/20x,Female,20x
1796.2819444444444,1,105,Female/20x,Female,20x
1796.2819444444444,1,105,Female/20x,Female,20x
1796.2819444444444,1,105,Female/20x,Female,20x
1796.2819444444444,1,105,Female/20x,Female,20x
1796.2819444444444,1,105,Female/20x,Female,20x
1796.2819444444444,1,113,Female/20x,Female,20x
1796.2819444444444,1,113,Female/20x,Female,20x
1796.2819444444444,1,113,Female/20x,Female,20x
1796.2819444444444,1,114,Female/20x,Female,20x
1796.2819444444444,1,127,Female/20x,Female,20x
1796.2819444444444,1,140,Female/20x,Female,20x
1796.2819444444444,1,140,Female/20x,Female,20x
1796.2819444444444,1,141,Female/20x,Female,20x
1796.2819444444444,1,143,Female/20x,Female,20x
1796.2819444444444,1,143,Female/20x,Female,20x
1796.2819444444444,1,143,Female/20x,Female,20x
1796.2819444444444,1,145,Female/20x,Female,20x
1796.2819444444444,1,145,Female/20x,Female,20x
1796.2819444444444,1,145,Female/20x,Female,20x
1796.2819444444444,1,145,Female/20x,Female,20x
1796.2819444444444,1,147,Female/20x,Female,20x
1796.2819444444444,1,158,Female/20x,Female,20x
1796.2819444444444,1,160,Female/20x,Female,20x
1796.2819444444444,1,160,Female/20x,Female,20x
1796.2819444444444,1,160,Female/20x,Female,20x
1796.2819444444444,1,160,Female/20x,Female,20x
1796.2819444444444,1,168,Female/20x,Female,20x
1796.2819444444444,1,173,Female/20x,Female,20x
1796.2819444444444,1,173,Female/20x,Female,20x
1796.2819444444444,1,173,Female/20x,Female,20x
1796.2819444444444,1,173,Female/20x,Female,20x
1796.2819444444444,1,174,Female/20x,Female,20x
1796.2819444444444,1,174,Female/20x,Female,20x
1796.2819444444444,1,174,Female/20x,Female,20x
1796.2819444444444,1,179,Female/20x,Female,20x
1796.2819444444444,1,179,Female/20x,Female,20x
1796.2819444444444,1,179,Female/20x,Female,20x
1796.2819444444444,1,179,Female/20x,Female,20x
1796.2819444444444,1,179,Female/20x,Female,20x
1796.2819444444444,1,179,Female/20x,Female,20x
1796.2819444444444,1,179,Female/20x,Female,20x
1796.2819444444444,1,181,Female/20x,Female,20x
1796.2819444444444,1,181,Female/20x,Female,20x
1796.2819444444444,1,181,Female/20x,Female,20x
1796.2819444444444,1,185,Female/20x,Female,20x
1796.2819444444444,1,185,Female/20x,Female,20x
1796.2819444444444,1,185,Female/20x,Female,20x
1796.2819444444444,1,185,Female/20x,Female,20x
1796.2819444444444,1,189,Female/20x,Female,20x
1796.2819444444444,1,189,Female/20x,Female,20x
1796.2819444444444,1,189,Female/20x,Female,20x
1796.2819444444444,1,189,Female/20x,Female,20x
1796.2819444444444,1,189,Female/20x,Female,20x
1796.2819444444444,1,189,Female/20x,Female,20x
1796.2819444444444,1,192,Female/20x,Female,20x
1796.2819444444444,1,192,Female/20x,Female,20x
1796.2819444444444,1,192,Female/20x,Female,20x
1796.2819444444444,1,194,Female/20x,Female,20x
1796.2819444444444,1,194,Female/20x,Female,20x
1796.2819444444444,1,194,Female/20x,Female,20x
1796.2819444444444,1,194,Female/20x,Female,20x
1796.2819444444444,1,195,Female/20x,Female,20x
1796.2819444444444,1,195,Female/20x,Female,20x
1796.2819444444444,1,195,Female/20x,Female,20x
1796.2819444444444,1,195,Female/20x,Female,20x
1796.2819444444444,1,195,Female/20x,Female,20x
1796.2819444444444,1,197,Female/20x,Female,20x
1849.4305555555554,1,2,Female/20x,Female,20x
1849.4305555555554,1,2,Female/20x,Female,20x
1849.4305555555554,1,2,Female/20x,Female,20x
1849.4305555555554,1,17,Female/20x,Female,20x
1849.4305555555554,1,17,Female/20x,Female,20x
1849.4305555555554,1,17,Female/20x,Female,20x
1849.4305555555554,1,19,Female/20x,Female,20x
1849.4305555555554,1,23,Female/20x,Female,20x
1849.4305555555554,1,23,Female/20x,Female,20x
1849.4305555555554,1,23,Female/20x,Female,20x
1849.4305555555554,1,26,Female/20x,Female,20x
1849.4305555555554,1,35,Female/20x,Female,20x
1849.4305555555554,1,37,Female/20x,Female,20x
1849.4305555555554,1,40,Female/20x,Female,20x
1849.4305555555554,1,40,Female/20x,Female,20x
1849.4305555555554,1,49,Female/20x,Female,20x
1849.4305555555554,1,49,Female/20x,Female,20x
1849.4305555555554,1,49,Female/20x,Female,20x
1849.4305555555554,1,49,Female/20x,Female,20x
1849.4305555555554,1,49,Female/20x,Female,20x
1849.4305555555554,1,50,Female/20x,Female,20x
1849.4305555555554,1,50,Female/20x,Female,20x
1849.4305555555554,1,53,Female/20x,Female,20x
1849.4305555555554,1,62,Female/20x,Female,20x
1849.4305555555554,1,62,Female/20x,Female,20x
1849.4305555555554,1,68,Female/20x,Female,20x
1849.4305555555554,1,68,Female/20x,Female,20x
1849.4305555555554,1,76,Female/20x,Female,20x
1849.4305555555554,1,76,Female/20x,Female,20x
1849.4305555555554,1,79,Female/20x,Female,20x
1849.4305555555554,1,81,Female/20x,Female,20x
1849.4305555555554,1,81,Female/20x,Female,20x
1849.4305555555554,1,81,Female/20x,Female,20x
1849.4305555555554,1,81,Female/20x,Female,20x
1849.4305555555554,1,81,Female/20x,Female,20x
1849.4305555555554,1,82,Female/20x,Female,20x
1849.4305555555554,1,82,Female/20x,Female,20x
1849.4305555555554,1,86,Female/20x,Female,20x
1849.4305555555554,1,86,Female/20x,Female,20x
1849.4305555555554,1,86,Female/20x,Female,20x
1849.4305555555554,1,88,Female/20x,Female,20x
1849.4305555555554,1,88,Female/20x,Female,20x
1849.4305555555554,1,100,Female/20x,Female,20x
1849.4305555555554,1,100,Female/20x,Female,20x
1849.4305555555554,1,100,Female/20x,Female,20x
1849.4305555555554,1,102,Female/20x,Female,20x
1849.4305555555554,1,105,Female/20x,Female,20x
1849.4305555555554,1,105,Female/20x,Female,20x
1849.4305555555554,1,113,Female/20x,Female,20x
1849.4305555555554,1,113,Female/20x,Female,20x
1849.4305555555554,1,113,Female/20x,Female,20x
1849.4305555555554,1,114,Female/20x,Female,20x
1849.4305555555554,1,127,Female/20x,Female,20x
1849.4305555555554,1,140,Female/20x,Female,20x
1849.4305555555554,1,140,Female/20x,Female,20x
1849.4305555555554,1,140,Female/20x,Female,20x
1849.4305555555554,1,140,Female/20x,Female,20x
1849.4305555555554,1,140,Female/20x,Female,20x
1849.4305555555554,1,140,Female/20x,Female,20x
1849.4305555555554,1,141,Female/20x,Female,20x
1849.4305555555554,1,141,Female/20x,Female,20x
1849.4305555555554,1,143,Female/20x,Female,20x
1849.4305555555554,1,143,Female/20x,Female,20x
1849.4305555555554,1,145,Female/20x,Female,20x
1849.4305555555554,1,145,Female/20x,Female,20x
1849.4305555555554,1,145,Female/20x,Female,20x
1849.4305555555554,1,147,Female/20x,Female,20x
1849.4305555555554,1,147,Female/20x,Female,20x
1849.4305555555554,1,147,Female/20x,Female,20x
1849.4305555555554,1,147,Female/20x,Female,20x
1849.4305555555554,1,147,Female/20x,Female,20x
1849.4305555555554,1,147,Female/20x,Female,20x
1849.4305555555554,1,147,Female/20x,Female,20x
1849.4305555555554,1,147,Female/20x,Female,20x
1849.4305555555554,1,158,Female/20x,Female,20x
1849.4305555555554,1,158,Female/20x,Female,20x
1849.4305555555554,1,158,Female/20x,Female,20x
1849.4305555555554,1,168,Female/20x,Female,20x
1849.4305555555554,1,174,Female/20x,Female,20x
1849.4305555555554,1,179,Female/20x,Female,20x
1849.4305555555554,1,181,Female/20x,Female,20x
1849.4305555555554,1,181,Female/20x,Female,20x
1849.4305555555554,1,185,Female/20x,Female,20x
1849.4305555555554,1,185,Female/20x,Female,20x
1849.4305555555554,1,185,Female/20x,Female,20x
1849.4305555555554,1,192,Female/20x,Female,20x
1849.4305555555554,1,192,Female/20x,Female,20x
1849.4305555555554,1,197,Female/20x,Female,20x
1923.478611111111,1,2,Female/20x,Female,20x
1923.478611111111,1,2,Female/20x,Female,20x
1923.478611111111,1,16,Female/20x,Female,20x
1923.478611111111,1,16,Female/20x,Female,20x
1923.478611111111,1,16,Female/20x,Female,20x
1923.478611111111,1,17,Female/20x,Female,20x
1923.478611111111,1,17,Female/20x,Female,20x
1923.478611111111,1,19,Female/20x,Female,20x
1923.478611111111,1,19,Female/20x,Female,20x
1923.478611111111,1,26,Female/20x,Female,20x
1923.478611111111,1,35,Female/20x,Female,20x
1923.478611111111,1,35,Female/20x,Female,20x
1923.478611111111,1,35,Female/20x,Female,20x
1923.478611111111,1,35,Female/20x,Female,20x
1923.478611111111,1,35,Female/20x,Female,20x
1923.478611111111,1,37,Female/20x,Female,20x
1923.478611111111,1,40,Female/20x,Female,20x
1923.478611111111,1,40,Female/20x,Female,20x
1923.478611111111,1,40,Female/20x,Female,20x
1923.478611111111,1,50,Female/20x,Female,20x
1923.478611111111,1,50,Female/20x,Female,20x
1923.478611111111,1,50,Female/20x,Female,20x
1923.478611111111,1,50,Female/20x,Female,20x
1923.478611111111,1,53,Female/20x,Female,20x
1923.478611111111,1,60,Female/20x,Female,20x
1923.478611111111,1,60,Female/20x,Female,20x
1923.478611111111,1,60,Female/20x,Female,20x
1923.478611111111,1,60,Female/20x,Female,20x
1923.478611111111,1,62,Female/20x,Female,20x
1923.478611111111,1,62,Female/20x,Female,20x
1923.478611111111,1,62,Female/20x,Female,20x
1923.478611111111,1,68,Female/20x,Female,20x
1923.478611111111,1,68,Female/20x,Female,20x
1923.478611111111,1,68,Female/20x,Female,20x
1923.478611111111,1,68,Female/20x,Female,20x
1923.478611111111,1,79,Female/20x,Female,20x
1923.478611111111,1,79,Female/20x,Female,20x
1923.478611111111,1,79,Female/20x,Female,20x
1923.478611111111,1,79,Female/20x,Female,20x
1923.478611111111,1,79,Female/20x,Female,20x
1923.478611111111,1,79,Female/20x,Female,20x
1923.478611111111,1,81,Female/20x,Female,20x
1923.478611111111,1,82,Female/20x,Female,20x
1923.478611111111,1,82,Female/20x,Female,20x
1923.478611111111,1,86,Female/20x,Female,20x
1923.478611111111,1,86,Female/20x,Female,20x
1923.478611111111,1,88,Female/20x,Female,20x
1923.478611111111,1,99,Female/20x,Female,20x
1923.478611111111,1,99,Female/20x,Female,20x
1923.478611111111,1,100,Female/20x,Female,20x
1923.478611111111,1,100,Female/20x,Female,20x
1923.478611111111,1,102,Female/20x,Female,20x
1923.478611111111,1,102,Female/20x,Female,20x
1923.478611111111,1,102,Female/20x,Female,20x
1923.478611111111,1,105,Female/20x,Female,20x
1923.478611111111,1,105,Female/20x,Female,20x
1923.478611111111,1,105,Female/20x,Female,20x
1923.478611111111,1,105,Female/20x,Female,20x
1923.478611111111,1,105,Female/20x,Female,20x
1923.478611111111,1,113,Female/20x,Female,20x
1923.478611111111,1,113,Female/20x,Female,20x
1923.478611111111,1,113,Female/20x,Female,20x
1923.478611111111,1,114,Female/20x,Female,20x
1923.478611111111,1,114,Female/20x,Female,20x
1923.478611111111,1,127,Female/20x,Female,20x
1923.478611111111,1,127,Female/20x,Female,20x
1923.478611111111,1,127,Female/20x,Female,20x
1923.478611111111,1,127,Female/20x,Female,20x
1923.478611111111,1,140,Female/20x,Female,20x
1923.478611111111,1,141,Female/20x,Female,20x
1923.478611111111,1,141,Female/20x,Female,20x
1923.478611111111,1,141,Female/20x,Female,20x
1923.478611111111,1,145,Female/20x,Female,20x
1923.478611111111,1,145,Female/20x,Female,20x
1923.478611111111,1,147,Female/20x,Female,20x
1923.478611111111,1,147,Female/20x,Female,20x
1923.478611111111,1,158,Female/20x,Female,20x
1923.478611111111,1,158,Female/20x,Female,20x
1923.478611111111,1,158,Female/20x,Female,20x
1923.478611111111,1,158,Female/20x,Female,20x
1923.478611111111,1,158,Female/20x,Female,20x
1923.478611111111,1,160,Female/20x,Female,20x
1923.478611111111,1,160,Female/20x,Female,20x
1923.478611111111,1,160,Female/20x,Female,20x
1923.478611111111,1,168,Female/20x,Female,20x
1923.478611111111,1,168,Female/20x,Female,20x
1923.478611111111,1,168,Female/20x,Female,20x
1923.478611111111,1,173,Female/20x,Female,20x
1923.478611111111,1,173,Female/20x,Female,20x
1923.478611111111,1,173,Female/20x,Female,20x
1923.478611111111,1,174,Female/20x,Female,20x
1923.478611111111,1,181,Female/20x,Female,20x
1923.478611111111,1,181,Female/20x,Female,20x
1923.478611111111,1,185,Female/20x,Female,20x
1923.478611111111,1,185,Female/20x,Female,20x
1923.478611111111,1,189,Female/20x,Female,20x
1923.478611111111,1,192,Female/20x,Female,20x
1923.478611111111,1,192,Female/20x,Female,20x
1923.478611111111,1,192,Female/20x,Female,20x
1923.478611111111,1,194,Female/20x,Female,20x
1923.478611111111,1,195,Female/20x,Female,20x
1923.478611111111,1,195,Female/20x,Female,20x
1923.478611111111,1,195,Female/20x,Female,20x
1923.478611111111,1,195,Female/20x,Female,20x
1923.478611111111,1,195,Female/20x,Female,20x
1923.478611111111,1,195,Female/20x,Female,20x
1923.478611111111,1,197,Female/20x,Female,20x
1923.478611111111,1,197,Female/20x,Female,20x
1923.478611111111,1,197,Female/20x,Female,20x
1965.7316666666666,1,2,Female/20x,Female,20x
1965.7316666666666,1,2,Female/20x,Female,20x
1965.7316666666666,1,6,Female/20x,Female,20x
1965.7316666666666,1,6,Female/20x,Female,20x
1965.7316666666666,1,16,Female/20x,Female,20x
1965.7316666666666,1,16,Female/20x,Female,20x
1965.7316666666666,1,17,Female/20x,Female,20x
1965.7316666666666,1,17,Female/20x,Female,20x
1965.7316666666666,1,19,Female/20x,Female,20x
1965.7316666666666,1,19,Female/20x,Female,20x
1965.7316666666666,1,19,Female/20x,Female,20x
1965.7316666666666,1,19,Female/20x,Female,20x
1965.7316666666666,1,22,Female/20x,Female,20x
1965.7316666666666,1,22,Female/20x,Female,20x
1965.7316666666666,1,23,Female/20x,Female,20x
1965.7316666666666,1,23,Female/20x,Female,20x
1965.7316666666666,1,23,Female/20x,Female,20x
1965.7316666666666,1,23,Female/20x,Female,20x
1965.7316666666666,1,23,Female/20x,Female,20x
1965.7316666666666,1,26,Female/20x,Female,20x
1965.7316666666666,1,35,Female/20x,Female,20x
1965.7316666666666,1,35,Female/20x,Female,20x
1965.7316666666666,1,35,Female/20x,Female,20x
1965.7316666666666,1,37,Female/20x,Female,20x
1965.7316666666666,1,49,Female/20x,Female,20x
1965.7316666666666,1,49,Female/20x,Female,20x
1965.7316666666666,1,49,Female/20x,Female,20x
1965.7316666666666,1,49,Female/20x,Female,20x
1965.7316666666666,1,50,Female/20x,Female,20x
1965.7316666666666,1,50,Female/20x,Female,20x
1965.7316666666666,1,53,Female/20x,Female,20x
1965.7316666666666,1,53,Female/20x,Female,20x
1965.7316666666666,1,53,Female/20x,Female,20x
1965.7316666666666,1,60,Female/20x,Female,20x
1965.7316666666666,1,60,Female/20x,Female,20x
1965.7316666666666,1,60,Female/20x,Female,20x
1965.7316666666666,1,62,Female/20x,Female,20x
