treatment,rmst,restriction_time
Female/20x,951.5650691358024,958.0541666666667
Female/40x,937.1294783625732,958.0541666666667
Male/20x,939.1418389410268,958.0541666666667
Male/40x,845.8272055522559,958.0541666666667
