treatment,time,n_at_risk,n_deaths,n_censored,qx,px,lx,hx,km_lx,se_km,km_ci_lo,km_ci_hi,na_H,na_se,na_ci_lo,na_ci_hi
Female/20x,241.93666666666667,900,2,0,0.0022222222222222222,0.9977777777777778,0.9977777777777778,1.4809189943192646e-05,0.9977777777777778,0.0015696014889197845,0.994701358859495,1.0,0.0022222222222222222,0.0015713484026367722,0.0,0.005302065091390296
Female/20x,392.16055555555556,898,2,0,0.0022271714922048997,0.9977728285077951,0.9955555555555555,3.442506991946858e-05,0.9955555555555555,0.0022172784514215946,0.9912096897907692,0.9999014213203419,0.004449393714427122,0.0022246982335396045,8.8985176689497e-05,0.008809802252164746
Female/20x,456.9288888888889,896,1,0,0.0011160714285714285,0.9988839285714286,0.9944444444444445,2.360543793752679e-05,0.9944444444444445,0.002477608918566602,0.989588330964054,0.999300557924835,0.005565465142998551,0.002488955134988918,0.0006871130784202716,0.01044381720757683
Female/20x,504.23555555555555,895,1,0,0.0011173184357541898,0.9988826815642458,0.9933333333333333,6.923331215701068e-06,0.9933333333333333,0.002712567914607489,0.9880167002207026,0.9986499664459639,0.0066827835787527405,0.002728240852795789,0.0013354315072729942,0.012030135650232487
Female/20x,665.7102777777777,894,1,0,0.0011185682326621924,0.9988814317673378,0.9922222222222221,8.87789405551565e-06,0.9922222222222221,0.0029282691039469568,0.9864828147784861,0.9979616296659581,0.007801351811414933,0.002948642576167026,0.0020220123621275624,0.013580691260702304
Female/20x,791.7755555555556,893,3,0,0.0033594624860022394,0.9966405375139977,0.9888888888888887,6.931037508448615e-05,0.9888888888888887,0.0034940670859468894,0.9820405174004329,0.9957372603773446,0.011160814297417172,0.0035293751723126615,0.004243238959684356,0.01807838963514999
Female/20x,840.3269444444444,890,2,0,0.0022471910112359553,0.9977528089887641,0.9866666666666665,3.0392592386442013e-05,0.9866666666666665,0.0038232556742411666,0.9791730855451538,0.9941602477881791,0.013408005308653128,0.00387058430051935,0.005821660079635202,0.020994350537671055
Female/20x,914.3488888888888,888,6,0,0.006756756756756757,0.9932432432432432,0.9799999999999998,0.00015512224979831395,0.9799999999999998,0.004666666666666666,0.9708533333333331,0.9891466666666664,0.020164762065409885,0.004752934161030413,0.010849011109790275,0.029480513021029497
Female/20x,958.0541666666667,882,2,880,0.0022675736961451248,0.9977324263038548,0.9777777777777775,5.194218353064996e-05,0.9777777777777775,0.004913518207933924,0.968147282090227,0.987408273465328,0.02243233576155501,0.005016106894077768,0.012600766249162586,0.03226390527394744
Female/40x,241.93666666666667,1900,4,0,0.002105263157894737,0.9978947368421053,0.9978947368421053,1.4028937575268904e-05,0.9978947368421053,0.0010515229619163036,0.9958337518367493,0.9999557218474613,0.002105263157894737,0.0010526315789473684,4.210526315789496e-05,0.004168421052631578
Female/40x,392.16055555555556,1896,41,0,0.021624472573839662,0.9783755274261603,0.9763157894736841,0.00033752353943702906,0.9763157894736841,0.0034885729775987304,0.9694781864375906,0.9831533925097776,0.023729735731734397,0.003537420780730248,0.01679639100150311,0.030663080461965683
Female/40x,456.9288888888889,1855,3,0,0.0016172506738544475,0.9983827493261456,0.9747368421052631,3.4214194237478133e-05,0.9747368421052631,0.003600068036485921,0.9676807087537507,0.9817929754567756,0.025346986405588846,0.0036585760928677003,0.018176177263568155,0.032517795547609536
Female/40x,504.23555555555555,1852,3,0,0.0016198704103671706,0.9983801295896328,0.9731578947368421,2.2212387801784236e-05,0.9731578947368421,0.0037078584149570935,0.9658904922435262,0.980425297230158,0.026966856815956015,0.0037762202102231083,0.019565465203918723,0.034368248427993305
Female/40x,577.2211111111111,1849,3,0,0.0016224986479177934,0.9983775013520823,0.9715789473684211,3.263295754669777e-05,0.9715789473684211,0.003812258371904201,0.9641069209594889,0.9790509737773533,0.028589355463873808,0.0038906734246051985,0.020963635551647618,0.0362150753761
Female/40x,626.9811111111111,1846,3,0,0.0016251354279523294,0.9983748645720477,0.9700000000000001,1.3687003440742848e-05,0.9700000000000001,0.003913539251583433,0.9623294630668966,0.9776705369331036,0.030214490891826137,0.004002211232555208,0.02237015687601793,0.03805882490763435
Female/40x,745.8133333333333,1843,5,0,0.0027129679869777536,0.9972870320130223,0.9673684210526317,5.910621706379927e-05,0.9673684210526317,0.004076037743405778,0.9593793870755564,0.9753574550297069,0.03292745887880389,0.004182072908219595,0.02473059597869348,0.0411243217789143
Female/40x,791.7755555555556,1838,6,0,0.003264417845484222,0.9967355821545157,0.9642105263157895,6.734626636274594e-05,0.9642105263157895,0.0042617384183117795,0.9558575190158984,0.9725635336156806,0.03619187672428811,0.004389282908932879,0.027588882222779672,0.044794871225796555
Female/40x,840.3269444444444,1832,3,0,0.0016375545851528383,0.9983624454148472,0.9626315789473685,2.2140683937350684e-05,0.9626315789473685,0.004351165733737933,0.9541032941092421,0.9711598637854949,0.03782943130944095,0.004489951684346797,0.029029126008121228,0.04662973661076067
Female/40x,914.3488888888888,1829,20,0,0.010934937124111536,0.9890650628758885,0.9521052631578948,0.0002515726426085905,0.9521052631578948,0.004899024125429727,0.9425031758720526,0.961707350443737,0.04876436843355249,0.005112563801380113,0.038743743382847466,0.05878499348425751
Female/40x,958.0541666666667,1809,11,1798,0.006080707573244887,0.9939192924267551,0.9463157894736843,0.00013955411715983607,0.9463157894736843,0.005170880820135304,0.9361808630662192,0.9564507158811495,0.054845076006797375,0.005431360112986288,0.04419961018534425,0.0654905418282505
Male/20x,241.93666666666667,900,9,0,0.01,0.99,0.99,0.0001288810445679782,0.99,0.0033166247903554,0.9834994154109034,0.9965005845890966,0.01,0.0033333333333333335,0.0034666666666666665,0.016533333333333334
Male/20x,319.91749999999996,891,1,0,0.001122334455667789,0.9988776655443322,0.9888888888888889,8.19614074217541e-06,0.9888888888888889,0.0034940670859468902,0.9820405174004331,0.9957372603773448,0.01112233445566779,0.0035172070939156006,0.004228608551593212,0.018016060359742368
Male/20x,456.9288888888889,890,2,0,0.0022471910112359553,0.9977528089887641,0.9866666666666667,4.755606225659221e-05,0.9866666666666667,0.0038232556742411675,0.979173085545154,0.9941602477881794,0.013369525466903745,0.0038594921248760257,0.005804920902146735,0.020934130031660756
Male/20x,504.23555555555555,888,1,0,0.0011261261261261261,0.9988738738738738,0.9855555555555555,1.5438130939794076e-05,0.9855555555555555,0.003977129404361867,0.9777603819230063,0.9933507291881047,0.014495651593029872,0.004020427777478896,0.0066156131491712355,0.02237569003688851
Male/20x,577.2211111111111,887,1,1,0.0011273957158962795,0.9988726042841037,0.9844444444444445,1.2747680053690686e-05,0.9844444444444445,0.0041249350495780315,0.9763595717472715,0.9925293171416174,0.015623047308926151,0.004175507228367014,0.007439053141326804,0.0238070414765255
Male/20x,665.7102777777777,885,1,0,0.0011299435028248588,0.9988700564971752,0.9833320778405524,1.4114096422633476e-05,0.9833320778405524,0.004267624634841067,0.974967533556264,0.9916966221248409,0.01675299081175101,0.004325694503050498,0.008274629585772034,0.025231352037729984
Male/20x,745.8133333333333,884,6,0,0.006787330316742082,0.9932126696832579,0.9766578782172003,0.00014817479115449158,0.9766578782172003,0.005033884729365905,0.9667914641476432,0.9865242922867574,0.02354032112849309,0.005137081701233589,0.013471640994075256,0.03360900126291093
Male/20x,791.7755555555556,878,7,0,0.007972665148063782,0.9920273348519362,0.968871311989956,0.00016486807536296392,0.968871311989956,0.005790510549917052,0.9575219113121186,0.9802207126677934,0.031512986276556874,0.005955677344220072,0.019839858681885533,0.04318611387122821
Male/20x,840.3269444444444,871,11,0,0.012629161882893225,0.9873708381171068,0.9566352793471438,0.00017169795548643352,0.9566352793471438,0.006791723459203938,0.9433235013671041,0.9699470573271834,0.0441421481594501,0.007068925267273931,0.030287054635593197,0.057997241683307
Male/20x,914.3488888888888,860,23,0,0.026744186046511628,0.9732558139534884,0.9310508474576271,0.0006202147701128816,0.9310508474576271,0.008449340962049365,0.9144901391720104,0.9476115557432438,0.07088633420596173,0.009003754504986323,0.05323897537618853,0.08853369303573493
Male/20x,958.0541666666667,837,8,829,0.009557945041816009,0.9904420549581839,0.9221519146264908,0.0002197410021152586,0.9221519146264908,0.00893517979346397,0.9046389622313015,0.9396648670216802,0.08044427924777774,0.009617010157208863,0.061594939339648366,0.0992936191559071
Male/40x,241.93666666666667,1900,19,0,0.01,0.99,0.99,0.0001288810445679782,0.99,0.0022826577307580465,0.9855259908477142,0.9944740091522858,0.01,0.0022941573387056176,0.00550345161613699,0.01449654838386301
Male/40x,319.91749999999996,1881,39,0,0.02073365231259968,0.9792663476874003,0.9694736842105263,0.0002900049829114717,0.9694736842105263,0.003946648133729564,0.9617382538684163,0.9772091145526363,0.030733652312599682,0.00403557099227672,0.022823933167737315,0.03864337145746205
Male/40x,392.16055555555556,1842,89,1,0.048317046688382194,0.9516829533116178,0.9226315789473684,0.0007644663718723048,0.9226315789473684,0.006129417782793776,0.9106179200930925,0.9346452378016442,0.07905069900098188,0.00652047437311248,0.06627056922968143,0.09183082877228234
Male/40x,456.9288888888889,1752,61,1,0.034817351598173514,0.9651826484018264,0.8905079908675798,0.0007490321522255996,0.8905079908675798,0.007164282975856211,0.8764659962349016,0.904549985500258,0.11386805059915539,0.007898702654821408,0.09838659339570544,0.12934950780260535
Male/40x,504.23555555555555,1690,35,0,0.020710059171597635,0.9792899408284024,0.8720655176839317,0.00028672462918825323,0.8720655176839317,0.0076641758387257005,0.8570437330400293,0.8870873023278341,0.13457810977075302,0.008639674560530906,0.11764434763211244,0.15151187190939358
Male/40x,577.2211111111111,1655,39,0,0.023564954682779457,0.9764350453172206,0.8515153332792953,0.00047921862297634586,0.8515153332792953,0.008159479732028883,0.8355227530045187,0.8675079135540719,0.1581430644535325,0.009427757942625733,0.13966465888598606,0.17662147002107892
Male/40x,626.9811111111111,1616,37,0,0.022896039603960396,0.9771039603960396,0.8320190044851531,0.0005980296337826138,0.8320190044851531,0.008579117085579352,0.8152039349974176,0.8488340739728886,0.18103910405749288,0.010151401930956483,0.16114235627281817,0.20093585184216758
Male/40x,665.7102777777777,1579,18,0,0.011399620012666244,0.9886003799873337,0.8225343039907055,0.0001431277255699029,0.8225343039907055,0.008767755808712203,0.8053495026056295,0.8397191053757814,0.19243872407015913,0.01050097518588437,0.17185681270582576,0.2130206354344925
Male/40x,745.8133333333333,1561,57,0,0.03651505445227418,0.9634849455477258,0.7924994190916214,0.0008092325706802723,0.7924994190916214,0.009306464360915217,0.7742587489442275,0.8107400892390152,0.22895377852243332,0.01156125300785436,0.20629372262703877,0.25161383441782786
Male/40x,791.7755555555556,1504,40,0,0.026595744680851064,0.973404255319149,0.7714223068817379,0.0005551680088752867,0.7714223068817379,0.009637185926145021,0.7525334224664936,0.7903111912969821,0.2555495232032844,0.012302272635161642,0.23143706883836757,0.2796619775682012
Male/40x,840.3269444444444,1464,25,1,0.01707650273224044,0.9829234972677595,0.7582491117505606,0.00023268183458101065,0.7582491117505606,0.009826151460759476,0.738989854887472,0.7775083686136492,0.2726260259355248,0.012767544392420007,0.2476016389263816,0.29765041294466804
Male/40x,914.3488888888888,1438,79,0,0.05493741307371349,0.9450625869262865,0.7165928670855438,0.0012925005475687187,0.7165928670855438,0.010343804039340706,0.6963190111684361,0.7368667230026515,0.3275634390092383,0.01418500025673967,0.2997608385060285,0.35536603951244805
Male/40x,958.0541666666667,1359,47,1312,0.034584253127299486,0.9654157468727005,0.6918100379810401,0.0008052302483914724,0.6918100379810401,0.010598939636041457,0.6710361162943989,0.7125839596676814,0.36214769213653775,0.015055316076522064,0.3326392726265545,0.391656111646521
